baseScore,month_label,month,count_by_month,severity,count_by_sev,cpe_label,count_by_cpe,vendor,count_by_vendor
9.3,July,7,726,High,3129,Unknown,97,Coreftp,4
9.3,July,7,726,High,3129,Unknown,97,Citrix,2
7.2,July,7,26,High,325,Unknown,148,Cisco,47
9.3,July,7,726,High,3129,Unknown,97,Cisco,10
7.5,July,7,21,High,57,Unknown,14,Apple,4
9.3,July,7,726,High,3129,Unknown,97,Apple,248
9.3,July,7,726,High,3129,Unknown,97,Adobe,567
9.3,August,8,554,High,3129,Application,2021,Winscp,1
7.2,August,8,78,High,325,Application,50,Unknown,148
7.5,August,8,4,High,57,Application,39,Unknown,14
9.3,August,8,554,High,3129,Application,2021,Unknown,16
9.3,August,8,554,High,3129,Application,2021,Techsmith,1
9.3,August,8,554,High,3129,Application,2021,Sas,3
9.3,August,8,554,High,3129,Application,2021,Samsung,1
9.3,August,8,554,High,3129,Application,2021,Realnetworks,6
7.5,August,8,4,High,57,Application,39,Php,3
8.5,August,8,2,High,7,Application,3,Php,1
9.3,August,8,554,High,3129,Application,2021,Php,1
7.5,August,8,4,High,57,Application,39,Oracle,8
7.7,August,8,1,High,1,Application,1,Oracle,1
9.3,August,8,554,High,3129,Application,2021,Oracle,145
9.3,August,8,554,High,3129,Application,2021,Openssl,9
8.5,August,8,2,High,7,Application,3,Openbsd,2
9.3,August,8,554,High,3129,Application,2021,O,81
9.3,August,8,554,High,3129,Application,2021,Nullsoft,6
7.5,August,8,4,High,57,Application,39,Mozilla,24
8.8,August,8,1,High,17,Application,17,Mozilla,17
9.3,August,8,554,High,3129,Application,2021,Mozilla,593
7.1,August,8,4,High,21,Application,5,Microsoft,20
7.2,August,8,78,High,325,Application,50,Microsoft,127
7.5,August,8,4,High,57,Application,39,Microsoft,4
7.6,August,8,8,High,29,Application,3,Microsoft,26
8.5,August,8,2,High,7,Application,3,Microsoft,4
9.3,August,8,554,High,3129,Application,2021,Microsoft,1419
7.1,August,8,4,High,21,Application,5,Mcafee,1
7.2,August,8,78,High,325,Application,50,Mcafee,3
9.3,August,8,554,High,3129,Application,2021,Irfanview,3
9.3,August,8,554,High,3129,Application,2021,Imagemagick,3
9.3,August,8,554,High,3129,Application,2021,Google,5
9.3,August,8,554,High,3129,Application,2021,Foxitsoftware,5
7.6,August,8,8,High,29,Application,3,Coreftp,2
9.3,August,8,554,High,3129,Application,2021,Coreftp,4
9.3,August,8,554,High,3129,Application,2021,Citrix,2
7.2,August,8,78,High,325,Application,50,Cisco,47
9.3,August,8,554,High,3129,Application,2021,Cisco,10
7.5,August,8,4,High,57,Application,39,Apple,4
7.6,August,8,8,High,29,Application,3,Apple,1
9.3,August,8,554,High,3129,Application,2021,Apple,248
9.3,August,8,554,High,3129,Application,2021,Adobe,567
9.3,August,8,554,High,3129,Operation System,1011,Winscp,1
7.2,August,8,78,High,325,Operation System,127,Unknown,148
7.5,August,8,4,High,57,Operation System,4,Unknown,14
9.3,August,8,554,High,3129,Operation System,1011,Unknown,16
9.3,August,8,554,High,3129,Operation System,1011,Techsmith,1
9.3,August,8,554,High,3129,Operation System,1011,Sas,3
9.3,August,8,554,High,3129,Operation System,1011,Samsung,1
9.3,August,8,554,High,3129,Operation System,1011,Realnetworks,6
7.5,August,8,4,High,57,Operation System,4,Php,3
8.5,August,8,2,High,7,Operation System,4,Php,1
9.3,August,8,554,High,3129,Operation System,1011,Php,1
7.5,August,8,4,High,57,Operation System,4,Oracle,8
9.3,August,8,554,High,3129,Operation System,1011,Oracle,145
9.3,August,8,554,High,3129,Operation System,1011,Openssl,9
8.5,August,8,2,High,7,Operation System,4,Openbsd,2
9.3,August,8,554,High,3129,Operation System,1011,O,81
9.3,August,8,554,High,3129,Operation System,1011,Nullsoft,6
7.5,August,8,4,High,57,Operation System,4,Mozilla,24
9.3,August,8,554,High,3129,Operation System,1011,Mozilla,593
7.1,August,8,4,High,21,Operation System,16,Microsoft,20
7.2,August,8,78,High,325,Operation System,127,Microsoft,127
7.5,August,8,4,High,57,Operation System,4,Microsoft,4
7.6,August,8,8,High,29,Operation System,26,Microsoft,26
7.8,August,8,2,High,17,Operation System,17,Microsoft,17
8.5,August,8,2,High,7,Operation System,4,Microsoft,4
9,August,8,1,High,37,Operation System,37,Microsoft,37
9.3,August,8,554,High,3129,Operation System,1011,Microsoft,1419
7.1,August,8,4,High,21,Operation System,16,Mcafee,1
7.2,August,8,78,High,325,Operation System,127,Mcafee,3
9.3,August,8,554,High,3129,Operation System,1011,Irfanview,3
9.3,August,8,554,High,3129,Operation System,1011,Imagemagick,3
9.3,August,8,554,High,3129,Operation System,1011,Google,5
9.3,August,8,554,High,3129,Operation System,1011,Foxitsoftware,5
7.6,August,8,8,High,29,Operation System,26,Coreftp,2
9.3,August,8,554,High,3129,Operation System,1011,Coreftp,4
9.3,August,8,554,High,3129,Operation System,1011,Citrix,2
7.2,August,8,78,High,325,Operation System,127,Cisco,47
9.3,August,8,554,High,3129,Operation System,1011,Cisco,10
7.5,August,8,4,High,57,Operation System,4,Apple,4
7.6,August,8,8,High,29,Operation System,26,Apple,1
9.3,August,8,554,High,3129,Operation System,1011,Apple,248
9.3,August,8,554,High,3129,Operation System,1011,Adobe,567
9.3,August,8,554,High,3129,Unknown,97,Winscp,1
7.2,August,8,78,High,325,Unknown,148,Unknown,148
7.5,August,8,4,High,57,Unknown,14,Unknown,14
9.3,August,8,554,High,3129,Unknown,97,Unknown,16
9.3,August,8,554,High,3129,Unknown,97,Techsmith,1
9.3,August,8,554,High,3129,Unknown,97,Sas,3
9.3,August,8,554,High,3129,Unknown,97,Samsung,1
9.3,August,8,554,High,3129,Unknown,97,Realnetworks,6
7.5,August,8,4,High,57,Unknown,14,Php,3
9.3,August,8,554,High,3129,Unknown,97,Php,1
7.5,August,8,4,High,57,Unknown,14,Oracle,8
9.3,August,8,554,High,3129,Unknown,97,Oracle,145
9.3,August,8,554,High,3129,Unknown,97,Openssl,9
9.3,August,8,554,High,3129,Unknown,97,O,81
9.3,August,8,554,High,3129,Unknown,97,Nullsoft,6
7.5,August,8,4,High,57,Unknown,14,Mozilla,24
9.3,August,8,554,High,3129,Unknown,97,Mozilla,593
7.2,August,8,78,High,325,Unknown,148,Microsoft,127
7.5,August,8,4,High,57,Unknown,14,Microsoft,4
9.3,August,8,554,High,3129,Unknown,97,Microsoft,1419
7.2,August,8,78,High,325,Unknown,148,Mcafee,3
9.3,August,8,554,High,3129,Unknown,97,Irfanview,3
9.3,August,8,554,High,3129,Unknown,97,Imagemagick,3
9.3,August,8,554,High,3129,Unknown,97,Google,5
9.3,August,8,554,High,3129,Unknown,97,Foxitsoftware,5
9.3,August,8,554,High,3129,Unknown,97,Coreftp,4
9.3,August,8,554,High,3129,Unknown,97,Citrix,2
7.2,August,8,78,High,325,Unknown,148,Cisco,47
9.3,August,8,554,High,3129,Unknown,97,Cisco,10
7.5,August,8,4,High,57,Unknown,14,Apple,4
9.3,August,8,554,High,3129,Unknown,97,Apple,248
9.3,August,8,554,High,3129,Unknown,97,Adobe,567
9.3,September,9,1797,High,3129,Application,2021,Winscp,1
7.2,September,9,220,High,325,Application,50,Unknown,148
7.5,September,9,30,High,57,Application,39,Unknown,14
9.3,September,9,1797,High,3129,Application,2021,Unknown,16
9.3,September,9,1797,High,3129,Application,2021,Techsmith,1
9.3,September,9,1797,High,3129,Application,2021,Sas,3
9.3,September,9,1797,High,3129,Application,2021,Samsung,1
9.3,September,9,1797,High,3129,Application,2021,Realnetworks,6
7.5,September,9,30,High,57,Application,39,Php,3
8.3,September,9,2,High,2,Application,2,Php,2
8.5,September,9,5,High,7,Application,3,Php,1
9.3,September,9,1797,High,3129,Application,2021,Php,1
7.5,September,9,30,High,57,Application,39,Oracle,8
9.3,September,9,1797,High,3129,Application,2021,Oracle,145
9.4,September,9,1,High,1,Application,1,Oracle,1
9.3,September,9,1797,High,3129,Application,2021,Openssl,9
8.5,September,9,5,High,7,Application,3,Openbsd,2
9.3,September,9,1797,High,3129,Application,2021,O,81
9.3,September,9,1797,High,3129,Application,2021,Nullsoft,6
7.5,September,9,30,High,57,Application,39,Mozilla,24
8.8,September,9,1,High,17,Application,17,Mozilla,17
9.3,September,9,1797,High,3129,Application,2021,Mozilla,593
7.1,September,9,15,High,21,Application,5,Microsoft,20
7.2,September,9,220,High,325,Application,50,Microsoft,127
7.5,September,9,30,High,57,Application,39,Microsoft,4
7.6,September,9,16,High,29,Application,3,Microsoft,26
8.5,September,9,5,High,7,Application,3,Microsoft,4
9.3,September,9,1797,High,3129,Application,2021,Microsoft,1419
7.1,September,9,15,High,21,Application,5,Mcafee,1
7.2,September,9,220,High,325,Application,50,Mcafee,3
9.3,September,9,1797,High,3129,Application,2021,Irfanview,3
9.3,September,9,1797,High,3129,Application,2021,Imagemagick,3
9.3,September,9,1797,High,3129,Application,2021,Google,5
9.3,September,9,1797,High,3129,Application,2021,Foxitsoftware,5
7.6,September,9,16,High,29,Application,3,Coreftp,2
9.3,September,9,1797,High,3129,Application,2021,Coreftp,4
9.3,September,9,1797,High,3129,Application,2021,Citrix,2
7.2,September,9,220,High,325,Application,50,Cisco,47
9.3,September,9,1797,High,3129,Application,2021,Cisco,10
7.5,September,9,30,High,57,Application,39,Apple,4
7.6,September,9,16,High,29,Application,3,Apple,1
9.3,September,9,1797,High,3129,Application,2021,Apple,248
9.3,September,9,1797,High,3129,Application,2021,Adobe,567
9.3,September,9,1797,High,3129,Operation System,1011,Winscp,1
7.2,September,9,220,High,325,Operation System,127,Unknown,148
7.5,September,9,30,High,57,Operation System,4,Unknown,14
9.3,September,9,1797,High,3129,Operation System,1011,Unknown,16
9.3,September,9,1797,High,3129,Operation System,1011,Techsmith,1
9.3,September,9,1797,High,3129,Operation System,1011,Sas,3
9.3,September,9,1797,High,3129,Operation System,1011,Samsung,1
9.3,September,9,1797,High,3129,Operation System,1011,Realnetworks,6
7.5,September,9,30,High,57,Operation System,4,Php,3
8.5,September,9,5,High,7,Operation System,4,Php,1
9.3,September,9,1797,High,3129,Operation System,1011,Php,1
7.5,September,9,30,High,57,Operation System,4,Oracle,8
9.3,September,9,1797,High,3129,Operation System,1011,Oracle,145
9.3,September,9,1797,High,3129,Operation System,1011,Openssl,9
8.5,September,9,5,High,7,Operation System,4,Openbsd,2
9.3,September,9,1797,High,3129,Operation System,1011,O,81
9.3,September,9,1797,High,3129,Operation System,1011,Nullsoft,6
7.5,September,9,30,High,57,Operation System,4,Mozilla,24
9.3,September,9,1797,High,3129,Operation System,1011,Mozilla,593
7.1,September,9,15,High,21,Operation System,16,Microsoft,20
7.2,September,9,220,High,325,Operation System,127,Microsoft,127
7.5,September,9,30,High,57,Operation System,4,Microsoft,4
7.6,September,9,16,High,29,Operation System,26,Microsoft,26
7.8,September,9,15,High,17,Operation System,17,Microsoft,17
8.5,September,9,5,High,7,Operation System,4,Microsoft,4
9,September,9,34,High,37,Operation System,37,Microsoft,37
9.3,September,9,1797,High,3129,Operation System,1011,Microsoft,1419
7.1,September,9,15,High,21,Operation System,16,Mcafee,1
7.2,September,9,220,High,325,Operation System,127,Mcafee,3
9.3,September,9,1797,High,3129,Operation System,1011,Irfanview,3
9.3,September,9,1797,High,3129,Operation System,1011,Imagemagick,3
9.3,September,9,1797,High,3129,Operation System,1011,Google,5
9.3,September,9,1797,High,3129,Operation System,1011,Foxitsoftware,5
7.6,September,9,16,High,29,Operation System,26,Coreftp,2
9.3,September,9,1797,High,3129,Operation System,1011,Coreftp,4
9.3,September,9,1797,High,3129,Operation System,1011,Citrix,2
7.2,September,9,220,High,325,Operation System,127,Cisco,47
9.3,September,9,1797,High,3129,Operation System,1011,Cisco,10
7.5,September,9,30,High,57,Operation System,4,Apple,4
7.6,September,9,16,High,29,Operation System,26,Apple,1
9.3,September,9,1797,High,3129,Operation System,1011,Apple,248
9.3,September,9,1797,High,3129,Operation System,1011,Adobe,567
9.3,September,9,1797,High,3129,Unknown,97,Winscp,1
7.2,September,9,220,High,325,Unknown,148,Unknown,148
7.5,September,9,30,High,57,Unknown,14,Unknown,14
9.3,September,9,1797,High,3129,Unknown,97,Unknown,16
9.3,September,9,1797,High,3129,Unknown,97,Techsmith,1
9.3,September,9,1797,High,3129,Unknown,97,Sas,3
9.3,September,9,1797,High,3129,Unknown,97,Samsung,1
9.3,September,9,1797,High,3129,Unknown,97,Realnetworks,6
7.5,September,9,30,High,57,Unknown,14,Php,3
9.3,September,9,1797,High,3129,Unknown,97,Php,1
7.5,September,9,30,High,57,Unknown,14,Oracle,8
9.3,September,9,1797,High,3129,Unknown,97,Oracle,145
9.3,September,9,1797,High,3129,Unknown,97,Openssl,9
9.3,September,9,1797,High,3129,Unknown,97,O,81
9.3,September,9,1797,High,3129,Unknown,97,Nullsoft,6
7.5,September,9,30,High,57,Unknown,14,Mozilla,24
9.3,September,9,1797,High,3129,Unknown,97,Mozilla,593
7.2,September,9,220,High,325,Unknown,148,Microsoft,127
7.5,September,9,30,High,57,Unknown,14,Microsoft,4
9.3,September,9,1797,High,3129,Unknown,97,Microsoft,1419
7.2,September,9,220,High,325,Unknown,148,Mcafee,3
9.3,September,9,1797,High,3129,Unknown,97,Irfanview,3
9.3,September,9,1797,High,3129,Unknown,97,Imagemagick,3
9.3,September,9,1797,High,3129,Unknown,97,Google,5
9.3,September,9,1797,High,3129,Unknown,97,Foxitsoftware,5
9.3,September,9,1797,High,3129,Unknown,97,Coreftp,4
9.3,September,9,1797,High,3129,Unknown,97,Citrix,2
7.2,September,9,220,High,325,Unknown,148,Cisco,47
9.3,September,9,1797,High,3129,Unknown,97,Cisco,10
7.5,September,9,30,High,57,Unknown,14,Apple,4
9.3,September,9,1797,High,3129,Unknown,97,Apple,248
9.3,September,9,1797,High,3129,Unknown,97,Adobe,567
10,June,6,18,Critical,1976,Application,1855,Winzip,4
10,June,6,18,Critical,1976,Application,1855,Vmware,1
10,June,6,18,Critical,1976,Application,1855,Unknown,15
10,June,6,18,Critical,1976,Application,1855,Trend_micro,1
10,June,6,18,Critical,1976,Application,1855,Skype,3
10,June,6,18,Critical,1976,Application,1855,Samba,3
10,June,6,18,Critical,1976,Application,1855,Php,2
10,June,6,18,Critical,1976,Application,1855,Oracle,1581
10,June,6,18,Critical,1976,Application,1855,O,61
10,June,6,18,Critical,1976,Application,1855,Mozilla,86
10,June,6,18,Critical,1976,Application,1855,Microsoft,91
10,June,6,18,Critical,1976,Application,1855,Mcafee,4
10,June,6,18,Critical,1976,Application,1855,Gnu,17
10,June,6,18,Critical,1976,Application,1855,Cisco,1
10,June,6,18,Critical,1976,Application,1855,Apple,47
10,June,6,18,Critical,1976,Application,1855,Adobe,59
10,June,6,18,Critical,1976,Operation System,45,Winzip,4
10,June,6,18,Critical,1976,Operation System,45,Vmware,1
10,June,6,18,Critical,1976,Operation System,45,Unknown,15
10,June,6,18,Critical,1976,Operation System,45,Trend_micro,1
10,June,6,18,Critical,1976,Operation System,45,Skype,3
10,June,6,18,Critical,1976,Operation System,45,Samba,3
10,June,6,18,Critical,1976,Operation System,45,Php,2
10,June,6,18,Critical,1976,Operation System,45,Oracle,1581
10,June,6,18,Critical,1976,Operation System,45,O,61
10,June,6,18,Critical,1976,Operation System,45,Mozilla,86
10,June,6,18,Critical,1976,Operation System,45,Microsoft,91
10,June,6,18,Critical,1976,Operation System,45,Mcafee,4
10,June,6,18,Critical,1976,Operation System,45,Gnu,17
10,June,6,18,Critical,1976,Operation System,45,Cisco,1
10,June,6,18,Critical,1976,Operation System,45,Apple,47
10,June,6,18,Critical,1976,Operation System,45,Adobe,59
10,June,6,18,Critical,1976,Unknown,76,Winzip,4
10,June,6,18,Critical,1976,Unknown,76,Vmware,1
10,June,6,18,Critical,1976,Unknown,76,Unknown,15
10,June,6,18,Critical,1976,Unknown,76,Trend_micro,1
10,June,6,18,Critical,1976,Unknown,76,Skype,3
10,June,6,18,Critical,1976,Unknown,76,Samba,3
10,June,6,18,Critical,1976,Unknown,76,Php,2
10,June,6,18,Critical,1976,Unknown,76,Oracle,1581
10,June,6,18,Critical,1976,Unknown,76,O,61
10,June,6,18,Critical,1976,Unknown,76,Mozilla,86
10,June,6,18,Critical,1976,Unknown,76,Microsoft,91
10,June,6,18,Critical,1976,Unknown,76,Mcafee,4
10,June,6,18,Critical,1976,Unknown,76,Gnu,17
10,June,6,18,Critical,1976,Unknown,76,Cisco,1
10,June,6,18,Critical,1976,Unknown,76,Apple,47
10,June,6,18,Critical,1976,Unknown,76,Adobe,59
10,July,7,247,Critical,1976,Application,1855,Winzip,4
10,July,7,247,Critical,1976,Application,1855,Vmware,1
10,July,7,247,Critical,1976,Application,1855,Unknown,15
10,July,7,247,Critical,1976,Application,1855,Trend_micro,1
10,July,7,247,Critical,1976,Application,1855,Skype,3
10,July,7,247,Critical,1976,Application,1855,Samba,3
10,July,7,247,Critical,1976,Application,1855,Php,2
10,July,7,247,Critical,1976,Application,1855,Oracle,1581
10,July,7,247,Critical,1976,Application,1855,O,61
10,July,7,247,Critical,1976,Application,1855,Mozilla,86
10,July,7,247,Critical,1976,Application,1855,Microsoft,91
10,July,7,247,Critical,1976,Application,1855,Mcafee,4
10,July,7,247,Critical,1976,Application,1855,Gnu,17
10,July,7,247,Critical,1976,Application,1855,Cisco,1
10,July,7,247,Critical,1976,Application,1855,Apple,47
10,July,7,247,Critical,1976,Application,1855,Adobe,59
10,July,7,247,Critical,1976,Operation System,45,Winzip,4
10,July,7,247,Critical,1976,Operation System,45,Vmware,1
10,July,7,247,Critical,1976,Operation System,45,Unknown,15
10,July,7,247,Critical,1976,Operation System,45,Trend_micro,1
10,July,7,247,Critical,1976,Operation System,45,Skype,3
10,July,7,247,Critical,1976,Operation System,45,Samba,3
10,July,7,247,Critical,1976,Operation System,45,Php,2
10,July,7,247,Critical,1976,Operation System,45,Oracle,1581
10,July,7,247,Critical,1976,Operation System,45,O,61
10,July,7,247,Critical,1976,Operation System,45,Mozilla,86
10,July,7,247,Critical,1976,Operation System,45,Microsoft,91
10,July,7,247,Critical,1976,Operation System,45,Mcafee,4
10,July,7,247,Critical,1976,Operation System,45,Gnu,17
10,July,7,247,Critical,1976,Operation System,45,Cisco,1
10,July,7,247,Critical,1976,Operation System,45,Apple,47
10,July,7,247,Critical,1976,Operation System,45,Adobe,59
10,July,7,247,Critical,1976,Unknown,76,Winzip,4
10,July,7,247,Critical,1976,Unknown,76,Vmware,1
10,July,7,247,Critical,1976,Unknown,76,Unknown,15
10,July,7,247,Critical,1976,Unknown,76,Trend_micro,1
10,July,7,247,Critical,1976,Unknown,76,Skype,3
10,July,7,247,Critical,1976,Unknown,76,Samba,3
10,July,7,247,Critical,1976,Unknown,76,Php,2
10,July,7,247,Critical,1976,Unknown,76,Oracle,1581
10,July,7,247,Critical,1976,Unknown,76,O,61
10,July,7,247,Critical,1976,Unknown,76,Mozilla,86
10,July,7,247,Critical,1976,Unknown,76,Microsoft,91
10,July,7,247,Critical,1976,Unknown,76,Mcafee,4
10,July,7,247,Critical,1976,Unknown,76,Gnu,17
10,July,7,247,Critical,1976,Unknown,76,Cisco,1
10,July,7,247,Critical,1976,Unknown,76,Apple,47
10,July,7,247,Critical,1976,Unknown,76,Adobe,59
10,August,8,256,Critical,1976,Application,1855,Winzip,4
10,August,8,256,Critical,1976,Application,1855,Vmware,1
10,August,8,256,Critical,1976,Application,1855,Unknown,15
10,August,8,256,Critical,1976,Application,1855,Trend_micro,1
10,August,8,256,Critical,1976,Application,1855,Skype,3
10,August,8,256,Critical,1976,Application,1855,Samba,3
10,August,8,256,Critical,1976,Application,1855,Php,2
10,August,8,256,Critical,1976,Application,1855,Oracle,1581
10,August,8,256,Critical,1976,Application,1855,O,61
10,August,8,256,Critical,1976,Application,1855,Mozilla,86
10,August,8,256,Critical,1976,Application,1855,Microsoft,91
10,August,8,256,Critical,1976,Application,1855,Mcafee,4
10,August,8,256,Critical,1976,Application,1855,Gnu,17
10,August,8,256,Critical,1976,Application,1855,Cisco,1
10,August,8,256,Critical,1976,Application,1855,Apple,47
10,August,8,256,Critical,1976,Application,1855,Adobe,59
10,August,8,256,Critical,1976,Operation System,45,Winzip,4
10,August,8,256,Critical,1976,Operation System,45,Vmware,1
10,August,8,256,Critical,1976,Operation System,45,Unknown,15
10,August,8,256,Critical,1976,Operation System,45,Trend_micro,1
10,August,8,256,Critical,1976,Operation System,45,Skype,3
10,August,8,256,Critical,1976,Operation System,45,Samba,3
10,August,8,256,Critical,1976,Operation System,45,Php,2
10,August,8,256,Critical,1976,Operation System,45,Oracle,1581
10,August,8,256,Critical,1976,Operation System,45,O,61
10,August,8,256,Critical,1976,Operation System,45,Mozilla,86
10,August,8,256,Critical,1976,Operation System,45,Microsoft,91
10,August,8,256,Critical,1976,Operation System,45,Mcafee,4
10,August,8,256,Critical,1976,Operation System,45,Gnu,17
10,August,8,256,Critical,1976,Operation System,45,Cisco,1
10,August,8,256,Critical,1976,Operation System,45,Apple,47
10,August,8,256,Critical,1976,Operation System,45,Adobe,59
10,August,8,256,Critical,1976,Unknown,76,Winzip,4
10,August,8,256,Critical,1976,Unknown,76,Vmware,1
10,August,8,256,Critical,1976,Unknown,76,Unknown,15
10,August,8,256,Critical,1976,Unknown,76,Trend_micro,1
10,August,8,256,Critical,1976,Unknown,76,Skype,3
10,August,8,256,Critical,1976,Unknown,76,Samba,3
10,August,8,256,Critical,1976,Unknown,76,Php,2
10,August,8,256,Critical,1976,Unknown,76,Oracle,1581
10,August,8,256,Critical,1976,Unknown,76,O,61
10,August,8,256,Critical,1976,Unknown,76,Mozilla,86
10,August,8,256,Critical,1976,Unknown,76,Microsoft,91
10,August,8,256,Critical,1976,Unknown,76,Mcafee,4
10,August,8,256,Critical,1976,Unknown,76,Gnu,17
10,August,8,256,Critical,1976,Unknown,76,Cisco,1
10,August,8,256,Critical,1976,Unknown,76,Apple,47
10,August,8,256,Critical,1976,Unknown,76,Adobe,59
10,September,9,1455,Critical,1976,Application,1855,Winzip,4
10,September,9,1455,Critical,1976,Application,1855,Vmware,1
10,September,9,1455,Critical,1976,Application,1855,Unknown,15
10,September,9,1455,Critical,1976,Application,1855,Trend_micro,1
10,September,9,1455,Critical,1976,Application,1855,Skype,3
10,September,9,1455,Critical,1976,Application,1855,Samba,3
10,September,9,1455,Critical,1976,Application,1855,Php,2
10,September,9,1455,Critical,1976,Application,1855,Oracle,1581
10,September,9,1455,Critical,1976,Application,1855,O,61
10,September,9,1455,Critical,1976,Application,1855,Mozilla,86
10,September,9,1455,Critical,1976,Application,1855,Microsoft,91
10,September,9,1455,Critical,1976,Application,1855,Mcafee,4
10,September,9,1455,Critical,1976,Application,1855,Gnu,17
10,September,9,1455,Critical,1976,Application,1855,Cisco,1
10,September,9,1455,Critical,1976,Application,1855,Apple,47
10,September,9,1455,Critical,1976,Application,1855,Adobe,59
10,September,9,1455,Critical,1976,Operation System,45,Winzip,4
10,September,9,1455,Critical,1976,Operation System,45,Vmware,1
10,September,9,1455,Critical,1976,Operation System,45,Unknown,15
10,September,9,1455,Critical,1976,Operation System,45,Trend_micro,1
10,September,9,1455,Critical,1976,Operation System,45,Skype,3
10,September,9,1455,Critical,1976,Operation System,45,Samba,3
10,September,9,1455,Critical,1976,Operation System,45,Php,2
10,September,9,1455,Critical,1976,Operation System,45,Oracle,1581
10,September,9,1455,Critical,1976,Operation System,45,O,61
10,September,9,1455,Critical,1976,Operation System,45,Mozilla,86
10,September,9,1455,Critical,1976,Operation System,45,Microsoft,91
10,September,9,1455,Critical,1976,Operation System,45,Mcafee,4
10,September,9,1455,Critical,1976,Operation System,45,Gnu,17
10,September,9,1455,Critical,1976,Operation System,45,Cisco,1
10,September,9,1455,Critical,1976,Operation System,45,Apple,47
10,September,9,1455,Critical,1976,Operation System,45,Adobe,59
10,September,9,1455,Critical,1976,Unknown,76,Winzip,4
10,September,9,1455,Critical,1976,Unknown,76,Vmware,1
10,September,9,1455,Critical,1976,Unknown,76,Unknown,15
10,September,9,1455,Critical,1976,Unknown,76,Trend_micro,1
10,September,9,1455,Critical,1976,Unknown,76,Skype,3
10,September,9,1455,Critical,1976,Unknown,76,Samba,3
10,September,9,1455,Critical,1976,Unknown,76,Php,2
10,September,9,1455,Critical,1976,Unknown,76,Oracle,1581
10,September,9,1455,Critical,1976,Unknown,76,O,61
10,September,9,1455,Critical,1976,Unknown,76,Mozilla,86
10,September,9,1455,Critical,1976,Unknown,76,Microsoft,91
10,September,9,1455,Critical,1976,Unknown,76,Mcafee,4
10,September,9,1455,Critical,1976,Unknown,76,Gnu,17
10,September,9,1455,Critical,1976,Unknown,76,Cisco,1
10,September,9,1455,Critical,1976,Unknown,76,Apple,47
10,September,9,1455,Critical,1976,Unknown,76,Adobe,59
